nest,BLUP_25,latitude,longitude,first_egg_date,FID_m,Repetition,Zone,SD_m,Date,Time,Year,height_m,Egg1,Egg2,Egg3,Egg4,TotEgg,EggHatched,ProbaChick,HatchSucc,ClutchMass,Chick1,Chick2,Chick3,Chick4,ChickNmass,Count_Larcan_nests_Hannah
76_23,,58.7666848,23.4319574,08/05/2023,16,3,Middle,44,21/05/2023,11:25:00,2023,0.59,59.1,56.3,47.3,,3,3,1,1,162.7,39.9,39.4,33.1,,112.4,10
76_23,,58.7666848,23.4319574,08/05/2023,40,4,Middle,47,22/05/2023,12:40:00,2023,0.59,59.1,56.3,47.3,,3,3,1,1,162.7,39.9,39.4,33.1,,112.4,10
76_23,,58.7666848,23.4319574,08/05/2023,12,5,Middle,21,23/05/2023,12:46:00,2023,0.59,59.1,56.3,47.3,,3,3,1,1,162.7,39.9,39.4,33.1,,112.4,10
76_23,,58.7666848,23.4319574,08/05/2023,8,6,Middle,41,24/05/2023,10:47:00,2023,0.59,59.1,56.3,47.3,,3,3,1,1,162.7,39.9,39.4,33.1,,112.4,10
76_23,,58.7666848,23.4319574,08/05/2023,12,7,Middle,30,25/05/2023,12:00:00,2023,0.59,59.1,56.3,47.3,,3,3,1,1,162.7,39.9,39.4,33.1,,112.4,10
76_23,,58.7666848,23.4319574,08/05/2023,6,8,Middle,26,26/05/2023,12:35:00,2023,0.59,59.1,56.3,47.3,,3,3,1,1,162.7,39.9,39.4,33.1,,112.4,10
85_23,5.602819099,58.7663007,23.4347251,08/05/2023,29,1,Middle,50,19/05/2023,16:13:00,2023,0.7,55.9,,51,,2,2,1,0.666666667,106.9,37.7,,36.9,,74.6,6
85_23,,58.7663007,23.4347251,08/05/2023,29,2,Middle,32,21/05/2023,14:26:00,2023,0.7,55.9,,51,,2,2,1,0.666666667,106.9,37.7,,36.9,,74.6,6
85_23,,58.7663007,23.4347251,08/05/2023,36,3,Middle,44,21/05/2023,12:02:00,2023,0.7,55.9,,51,,2,2,1,0.666666667,106.9,37.7,,36.9,,74.6,6
85_23,,58.7663007,23.4347251,08/05/2023,26,4,Middle,55,22/05/2023,13:32:00,2023,0.7,55.9,,51,,2,2,1,0.666666667,106.9,37.7,,36.9,,74.6,6
85_23,,58.7663007,23.4347251,08/05/2023,24,5,Middle,31,23/05/2023,13:18:00,2023,0.7,55.9,,51,,2,2,1,0.666666667,106.9,37.7,,36.9,,74.6,6
85_23,,58.7663007,23.4347251,08/05/2023,12,6,Middle,47,24/05/2023,10:17:00,2023,0.7,55.9,,51,,2,2,1,0.666666667,106.9,37.7,,36.9,,74.6,6
85_23,,58.7663007,23.4347251,08/05/2023,25,7,Middle,38,25/05/2023,11:15:00,2023,0.7,55.9,,51,,2,2,1,0.666666667,106.9,37.7,,36.9,,74.6,6
85_23,,58.7663007,23.4347251,08/05/2023,13,8,Middle,43,26/05/2023,13:03:00,2023,0.7,55.9,,51,,2,2,1,0.666666667,106.9,37.7,,36.9,,74.6,6
92_23,11.77449134,58.7661899,23.4337566,08/05/2023,30,1,Middle,42,19/05/2023,15:47:00,2023,0.41,50.6,51.9,45.3,,3,3,1,1,147.8,32.6,33.8,35.3,,101.7,4
92_23,,58.7661899,23.4337566,08/05/2023,30,2,Middle,36,21/05/2023,14:40:00,2023,0.41,50.6,51.9,45.3,,3,3,1,1,147.8,32.6,33.8,35.3,,101.7,4
92_23,,58.7661899,23.4337566,08/05/2023,39,3,Middle,46,21/05/2023,11:52:00,2023,0.41,50.6,51.9,45.3,,3,3,1,1,147.8,32.6,33.8,35.3,,101.7,4
92_23,,58.7661899,23.4337566,08/05/2023,41,4,Middle,51,22/05/2023,13:23:00,2023,0.41,50.6,51.9,45.3,,3,3,1,1,147.8,32.6,33.8,35.3,,101.7,4
92_23,,58.7661899,23.4337566,08/05/2023,33,5,Middle,37,23/05/2023,13:09:00,2023,0.41,50.6,51.9,45.3,,3,3,1,1,147.8,32.6,33.8,35.3,,101.7,4
92_23,,58.7661899,23.4337566,08/05/2023,27,6,Middle,33,24/05/2023,10:30:00,2023,0.41,50.6,51.9,45.3,,3,3,1,1,147.8,32.6,33.8,35.3,,101.7,4
92_23,,58.7661899,23.4337566,08/05/2023,18,7,Middle,30,25/05/2023,11:29:00,2023,0.41,50.6,51.9,45.3,,3,3,1,1,147.8,32.6,33.8,35.3,,101.7,4
92_23,,58.7661899,23.4337566,08/05/2023,21,8,Middle,28,26/05/2023,12:54:00,2023,0.41,50.6,51.9,45.3,,3,3,1,1,147.8,32.6,33.8,35.3,,101.7,4
93_23,-7.830636415,58.7670659,23.4303129,09/05/2023,1,1,Head,37,19/05/2023,14:05:00,2023,1.44,60.5,56.7,51,,3,3,1,1,168.2,40.6,41.8,35.8,,118.2,3
93_23,,58.7670659,23.4303129,09/05/2023,24,2,Head,39,20/05/2023,13:45:00,2023,1.44,60.5,56.7,51,,3,3,1,1,168.2,40.6,41.8,35.8,,118.2,3
93_23,,58.7670659,23.4303129,09/05/2023,5,3,Head,39,21/05/2023,11:01:00,2023,1.44,60.5,56.7,51,,3,3,1,1,168.2,40.6,41.8,35.8,,118.2,3
93_23,,58.7670659,23.4303129,09/05/2023,21,4,Head,41,22/05/2023,15:27:00,2023,1.44,60.5,56.7,51,,3,3,1,1,168.2,40.6,41.8,35.8,,118.2,3
93_23,,58.7670659,23.4303129,09/05/2023,6,5,Head,40,23/05/2023,11:45:00,2023,1.44,60.5,56.7,51,,3,3,1,1,168.2,40.6,41.8,35.8,,118.2,3
93_23,,58.7670659,23.4303129,09/05/2023,1,6,Head,42,24/05/2023,11:25:00,2023,1.44,60.5,56.7,51,,3,3,1,1,168.2,40.6,41.8,35.8,,118.2,3
93_23,,58.7670659,23.4303129,09/05/2023,7,7,Head,40,25/05/2023,12:30:00,2023,1.44,60.5,56.7,51,,3,3,1,1,168.2,40.6,41.8,35.8,,118.2,3
93_23,,58.7670659,23.4303129,09/05/2023,1,8,Head,39,26/05/2023,11:34:00,2023,1.44,60.5,56.7,51,,3,3,1,1,168.2,40.6,41.8,35.8,,118.2,3
113_23,-5.579400762,58.7668719,23.4296385,09/05/2023,7,1,Head,40,19/05/2023,14:24:00,2023,1.32,54.9,53.7,49.3,,3,3,1,1,157.9,37.4,38.8,34.7,,110.9,12
113_23,,58.7668719,23.4296385,09/05/2023,22,2,Head,37,20/05/2023,13:08:00,2023,1.32,54.9,53.7,49.3,,3,3,1,1,157.9,37.4,38.8,34.7,,110.9,12
113_23,,58.7668719,23.4296385,09/05/2023,5,3,Head,21,21/05/2023,10:41:00,2023,1.32,54.9,53.7,49.3,,3,3,1,1,157.9,37.4,38.8,34.7,,110.9,12
113_23,,58.7668719,23.4296385,09/05/2023,2,4,Head,33,22/05/2023,14:53:00,2023,1.32,54.9,53.7,49.3,,3,3,1,1,157.9,37.4,38.8,34.7,,110.9,12
113_23,,58.7668719,23.4296385,09/05/2023,4,5,Head,36,23/05/2023,11:50:00,2023,1.32,54.9,53.7,49.3,,3,3,1,1,157.9,37.4,38.8,34.7,,110.9,12
113_23,,58.7668719,23.4296385,09/05/2023,16,6,Head,37,24/05/2023,11:30:00,2023,1.32,54.9,53.7,49.3,,3,3,1,1,157.9,37.4,38.8,34.7,,110.9,12
113_23,,58.7668719,23.4296385,09/05/2023,7,7,Head,27,25/05/2023,12:19:00,2023,1.32,54.9,53.7,49.3,,3,3,1,1,157.9,37.4,38.8,34.7,,110.9,12
113_23,,58.7668719,23.4296385,09/05/2023,7,8,Head,29,26/05/2023,11:21:00,2023,1.32,54.9,53.7,49.3,,3,3,1,1,157.9,37.4,38.8,34.7,,110.9,12
126_23,-3.376384117,58.7658035,23.4356672,09/05/2023,20,1,North,27,19/05/2023,16:41:00,2023,0.79,53,,,,1,1,1,0.333333333,53,35.3,,,,35.3,10
126_23,,58.7658035,23.4356672,09/05/2023,5,2,North,25,20/05/2023,12:16:00,2023,0.79,53,,,,1,1,1,0.333333333,53,35.3,,,,35.3,10
126_23,,58.7658035,23.4356672,09/05/2023,15,3,North,30,21/05/2023,12:52:00,2023,0.79,53,,,,1,1,1,0.333333333,53,35.3,,,,35.3,10
126_23,,58.7658035,23.4356672,09/05/2023,9,4,North,19,22/05/2023,15:32:00,2023,0.79,53,,,,1,1,1,0.333333333,53,35.3,,,,35.3,10
126_23,,58.7658035,23.4356672,09/05/2023,4,5,North,22,23/05/2023,10:47:00,2023,0.79,53,,,,1,1,1,0.333333333,53,35.3,,,,35.3,10
126_23,,58.7658035,23.4356672,09/05/2023,5,6,North,27,24/05/2023,12:37:00,2023,0.79,53,,,,1,1,1,0.333333333,53,35.3,,,,35.3,10
126_23,,58.7658035,23.4356672,09/05/2023,5,7,North,19,25/05/2023,10:34:00,2023,0.79,53,,,,1,1,1,0.333333333,53,35.3,,,,35.3,10
126_23,,58.7658035,23.4356672,09/05/2023,6,8,North,18,26/05/2023,13:56:00,2023,0.79,53,,,,1,1,1,0.333333333,53,35.3,,,,35.3,10
127_23,4.663521114,58.766591,23.4322764,08/05/2023,41,1,Middle,52,19/05/2023,15:55:00,2023,0.7,58.7,53.3,52.8,,3,3,1,1,164.8,36.5,37,36.5,,110,8
127_23,,58.766591,23.4322764,08/05/2023,25,2,Middle,47,21/05/2023,15:00:00,2023,0.7,58.7,53.3,52.8,,3,3,1,1,164.8,36.5,37,36.5,,110,8
127_23,,58.766591,23.4322764,08/05/2023,17,3,Middle,26,21/05/2023,11:32:00,2023,0.7,58.7,53.3,52.8,,3,3,1,1,164.8,36.5,37,36.5,,110,8
127_23,,58.766591,23.4322764,08/05/2023,18,4,Middle,33,22/05/2023,12:53:00,2023,0.7,58.7,53.3,52.8,,3,3,1,1,164.8,36.5,37,36.5,,110,8
127_23,,58.766591,23.4322764,08/05/2023,21,5,Middle,26,23/05/2023,12:51:00,2023,0.7,58.7,53.3,52.8,,3,3,1,1,164.8,36.5,37,36.5,,110,8
127_23,,58.766591,23.4322764,08/05/2023,12,6,Middle,31,24/05/2023,10:51:00,2023,0.7,58.7,53.3,52.8,,3,3,1,1,164.8,36.5,37,36.5,,110,8
127_23,,58.766591,23.4322764,08/05/2023,16,7,Middle,26,25/05/2023,11:56:00,2023,0.7,58.7,53.3,52.8,,3,3,1,1,164.8,36.5,37,36.5,,110,8
127_23,,58.766591,23.4322764,08/05/2023,13,8,Middle,20,26/05/2023,12:41:00,2023,0.7,58.7,53.3,52.8,,3,3,1,1,164.8,36.5,37,36.5,,110,8
129_23,5.752219508,58.7657749,23.4358914,08/05/2023,31,1,North,33,19/05/2023,16:48:00,2023,0.48,60.4,57.5,53.9,,3,3,1,1,171.8,43,42.3,38.8,,124.1,8
129_23,,58.7657749,23.4358914,08/05/2023,13,2,North,32,20/05/2023,11:41:00,2023,0.48,60.4,57.5,53.9,,3,3,1,1,171.8,43,42.3,38.8,,124.1,8
129_23,,58.7657749,23.4358914,08/05/2023,26,3,North,50,21/05/2023,12:43:00,2023,0.48,60.4,57.5,53.9,,3,3,1,1,171.8,43,42.3,38.8,,124.1,8
129_23,,58.7657749,23.4358914,08/05/2023,31,4,North,40,22/05/2023,16:29:00,2023,0.48,60.4,57.5,53.9,,3,3,1,1,171.8,43,42.3,38.8,,124.1,8
129_23,,58.7657749,23.4358914,08/05/2023,18,5,North,40,23/05/2023,10:51:00,2023,0.48,60.4,57.5,53.9,,3,3,1,1,171.8,43,42.3,38.8,,124.1,8
129_23,,58.7657749,23.4358914,08/05/2023,39,6,North,48,24/05/2023,12:14:00,2023,0.48,60.4,57.5,53.9,,3,3,1,1,171.8,43,42.3,38.8,,124.1,8
129_23,,58.7657749,23.4358914,08/05/2023,15,7,North,25,25/05/2023,11:10:00,2023,0.48,60.4,57.5,53.9,,3,3,1,1,171.8,43,42.3,38.8,,124.1,8
129_23,,58.7657749,23.4358914,08/05/2023,7,8,North,20,26/05/2023,14:09:00,2023,0.48,60.4,57.5,53.9,,3,3,1,1,171.8,43,42.3,38.8,,124.1,8
141_23,4.288667219,58.7671142,23.4296127,08/05/2023,19,1,Head,28,19/05/2023,15:20:00,2023,1.62,53.4,53.1,47.1,,3,2,1,0.666666667,153.6,37.6,35.5,,,73.1,1
141_23,,58.7671142,23.4296127,08/05/2023,17,2,Head,28,20/05/2023,13:22:00,2023,1.62,53.4,53.1,47.1,,3,2,1,0.666666667,153.6,37.6,35.5,,,73.1,1
141_23,,58.7671142,23.4296127,08/05/2023,24,3,Head,30,21/05/2023,10:27:00,2023,1.62,53.4,53.1,47.1,,3,2,1,0.666666667,153.6,37.6,35.5,,,73.1,1
141_23,,58.7671142,23.4296127,08/05/2023,14,4,Head,24,22/05/2023,15:01:00,2023,1.62,53.4,53.1,47.1,,3,2,1,0.666666667,153.6,37.6,35.5,,,73.1,1
141_23,,58.7671142,23.4296127,08/05/2023,14,5,Head,21,23/05/2023,12:02:00,2023,1.62,53.4,53.1,47.1,,3,2,1,0.666666667,153.6,37.6,35.5,,,73.1,1
141_23,,58.7671142,23.4296127,08/05/2023,16,6,Head,21,24/05/2023,11:38:00,2023,1.62,53.4,53.1,47.1,,3,2,1,0.666666667,153.6,37.6,35.5,,,73.1,1
141_23,,58.7671142,23.4296127,08/05/2023,19,7,Head,21,25/05/2023,12:43:00,2023,1.62,53.4,53.1,47.1,,3,2,1,0.666666667,153.6,37.6,35.5,,,73.1,1
141_23,,58.7671142,23.4296127,08/05/2023,17,8,Head,21,26/05/2023,12:04:00,2023,1.62,53.4,53.1,47.1,,3,2,1,0.666666667,153.6,37.6,35.5,,,73.1,1
164_23,-3.052234061,58.7663812,23.4327624,08/05/2023,26,1,Middle,34,21/05/2023,14:58:00,2023,0.63,46.1,,,,1,1,1,0.333333333,46.1,39.6,,,,39.6,9
164_23,,58.7663812,23.4327624,08/05/2023,11,2,Middle,22,21/05/2023,11:43:00,2023,0.63,46.1,,,,1,1,1,0.333333333,46.1,39.6,,,,39.6,9
164_23,,58.7663812,23.4327624,08/05/2023,6,3,Middle,46,22/05/2023,15:33:00,2023,0.63,46.1,,,,1,1,1,0.333333333,46.1,39.6,,,,39.6,9
164_23,,58.7663812,23.4327624,08/05/2023,21,4,Middle,29,23/05/2023,12:59:00,2023,0.63,46.1,,,,1,1,1,0.333333333,46.1,39.6,,,,39.6,9
164_23,,58.7663812,23.4327624,08/05/2023,1,5,Middle,25,24/05/2023,10:38:00,2023,0.63,46.1,,,,1,1,1,0.333333333,46.1,39.6,,,,39.6,9
164_23,,58.7663812,23.4327624,08/05/2023,6,6,Middle,16,26/05/2023,12:48:00,2023,0.63,46.1,,,,1,1,1,0.333333333,46.1,39.6,,,,39.6,9
169_23,3.775920935,58.7662253,23.4340644,08/05/2023,24,1,Middle,28,19/05/2023,16:10:00,2023,0.52,48.8,49.1,,,2,3,1,1,97.9,31.9,36.3,36.2,,104.4,8
169_23,,58.7662253,23.4340644,08/05/2023,24,2,Middle,36,21/05/2023,14:33:00,2023,0.52,48.8,49.1,,,2,3,1,1,97.9,31.9,36.3,36.2,,104.4,8
169_23,,58.7662253,23.4340644,08/05/2023,33,3,Middle,37,21/05/2023,11:58:00,2023,0.52,48.8,49.1,,,2,3,1,1,97.9,31.9,36.3,36.2,,104.4,8
169_23,,58.7662253,23.4340644,08/05/2023,21,4,Middle,30,22/05/2023,13:28:00,2023,0.52,48.8,49.1,,,2,3,1,1,97.9,31.9,36.3,36.2,,104.4,8
169_23,,58.7662253,23.4340644,08/05/2023,26,5,Middle,43,23/05/2023,13:11:00,2023,0.52,48.8,49.1,,,2,3,1,1,97.9,31.9,36.3,36.2,,104.4,8
169_23,,58.7662253,23.4340644,08/05/2023,13,6,Middle,62,24/05/2023,10:22:00,2023,0.52,48.8,49.1,,,2,3,1,1,97.9,31.9,36.3,36.2,,104.4,8
169_23,,58.7662253,23.4340644,08/05/2023,16,7,Middle,31,25/05/2023,11:22:00,2023,0.52,48.8,49.1,,,2,3,1,1,97.9,31.9,36.3,36.2,,104.4,8
169_23,,58.7662253,23.4340644,08/05/2023,6,8,Middle,22,26/05/2023,12:58:00,2023,0.52,48.8,49.1,,,2,3,1,1,97.9,31.9,36.3,36.2,,104.4,8
199_23,-4.287119879,58.7663232,23.4330291,08/05/2023,10,1,Middle,36,19/05/2023,15:43:00,2023,0.74,57.4,55.6,52.9,,3,3,1,1,165.9,39.6,40.4,38.8,,118.8,12
199_23,,58.7663232,23.4330291,08/05/2023,19,2,Middle,30,21/05/2023,14:43:00,2023,0.74,57.4,55.6,52.9,,3,3,1,1,165.9,39.6,40.4,38.8,,118.8,12
199_23,,58.7663232,23.4330291,08/05/2023,8,3,Middle,29,21/05/2023,11:41:00,2023,0.74,57.4,55.6,52.9,,3,3,1,1,165.9,39.6,40.4,38.8,,118.8,12
199_23,,58.7663232,23.4330291,08/05/2023,9,4,Middle,36,22/05/2023,12:59:00,2023,0.74,57.4,55.6,52.9,,3,3,1,1,165.9,39.6,40.4,38.8,,118.8,12
199_23,,58.7663232,23.4330291,08/05/2023,14,5,Middle,31,23/05/2023,13:01:00,2023,0.74,57.4,55.6,52.9,,3,3,1,1,165.9,39.6,40.4,38.8,,118.8,12
199_23,,58.7663232,23.4330291,08/05/2023,6,6,Middle,31,24/05/2023,10:41:00,2023,0.74,57.4,55.6,52.9,,3,3,1,1,165.9,39.6,40.4,38.8,,118.8,12
199_23,,58.7663232,23.4330291,08/05/2023,9,7,Middle,30,25/05/2023,11:46:00,2023,0.74,57.4,55.6,52.9,,3,3,1,1,165.9,39.6,40.4,38.8,,118.8,12
199_23,,58.7663232,23.4330291,08/05/2023,4,8,Middle,26,26/05/2023,12:50:00,2023,0.74,57.4,55.6,52.9,,3,3,1,1,165.9,39.6,40.4,38.8,,118.8,12
236_23,2.474395291,58.7670645,23.4306762,09/05/2023,15,1,Head,26,19/05/2023,14:01:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
236_23,,58.7670645,23.4306762,09/05/2023,13,2,Head,34,20/05/2023,13:48:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
236_23,,58.7670645,23.4306762,09/05/2023,16,3,Head,34,21/05/2023,15:22:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
236_23,,58.7670645,23.4306762,09/05/2023,18,4,Head,34,21/05/2023,11:00:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
236_23,,58.7670645,23.4306762,09/05/2023,22,5,Head,34,22/05/2023,15:25:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
236_23,,58.7670645,23.4306762,09/05/2023,18,6,Head,34,23/05/2023,11:42:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
236_23,,58.7670645,23.4306762,09/05/2023,22,7,Head,36,24/05/2023,11:23:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
236_23,,58.7670645,23.4306762,09/05/2023,16,8,Head,31,25/05/2023,12:26:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
236_23,,58.7670645,23.4306762,09/05/2023,15,9,Head,35,26/05/2023,11:32:00,2023,1.16,56.8,57.9,52.3,,3,3,1,1,167,43.5,40.7,39.1,,123.3,4
263_23,-0.710372383,58.7669661,23.4296229,09/05/2023,9,1,Head,22,19/05/2023,15:24:00,2023,1.63,59.2,56.1,53.8,,3,3,1,1,169.1,40.8,37,36.3,,114.1,14
263_23,,58.7669661,23.4296229,09/05/2023,9,2,Head,36,20/05/2023,13:13:00,2023,1.63,59.2,56.1,53.8,,3,3,1,1,169.1,40.8,37,36.3,,114.1,14
263_23,,58.7669661,23.4296229,09/05/2023,21,3,Head,27,21/05/2023,10:35:00,2023,1.63,59.2,56.1,53.8,,3,3,1,1,169.1,40.8,37,36.3,,114.1,14
263_23,,58.7669661,23.4296229,09/05/2023,12,4,Head,18,22/05/2023,14:59:00,2023,1.63,59.2,56.1,53.8,,3,3,1,1,169.1,40.8,37,36.3,,114.1,14
263_23,,58.7669661,23.4296229,09/05/2023,7,5,Head,18,23/05/2023,12:00:00,2023,1.63,59.2,56.1,53.8,,3,3,1,1,169.1,40.8,37,36.3,,114.1,14
263_23,,58.7669661,23.4296229,09/05/2023,9,6,Head,22,24/05/2023,11:36:00,2023,1.63,59.2,56.1,53.8,,3,3,1,1,169.1,40.8,37,36.3,,114.1,14
263_23,,58.7669661,23.4296229,09/05/2023,11,7,Head,22,25/05/2023,12:41:00,2023,1.63,59.2,56.1,53.8,,3,3,1,1,169.1,40.8,37,36.3,,114.1,14
263_23,,58.7669661,23.4296229,09/05/2023,15,8,Head,22,26/05/2023,12:06:00,2023,1.63,59.2,56.1,53.8,,3,3,1,1,169.1,40.8,37,36.3,,114.1,14
282_23,-0.497498547,58.7667815,23.4296475,09/05/2023,15,1,Head,33,19/05/2023,14:20:00,2023,0.64,50.5,50.1,46.6,,3,3,1,1,147.2,36.4,35.6,34.2,,106.2,5
282_23,,58.7667815,23.4296475,09/05/2023,37,2,Head,55,20/05/2023,12:54:00,2023,0.64,50.5,50.1,46.6,,3,3,1,1,147.2,36.4,35.6,34.2,,106.2,5
282_23,,58.7667815,23.4296475,09/05/2023,12,3,Head,28,21/05/2023,10:38:00,2023,0.64,50.5,50.1,46.6,,3,3,1,1,147.2,36.4,35.6,34.2,,106.2,5
282_23,,58.7667815,23.4296475,09/05/2023,31,4,Head,56,22/05/2023,14:43:00,2023,0.64,50.5,50.1,46.6,,3,3,1,1,147.2,36.4,35.6,34.2,,106.2,5
282_23,,58.7667815,23.4296475,09/05/2023,15,5,Head,44,23/05/2023,11:49:00,2023,0.64,50.5,50.1,46.6,,3,3,1,1,147.2,36.4,35.6,34.2,,106.2,5
282_23,,58.7667815,23.4296475,09/05/2023,21,6,Head,47,24/05/2023,11:16:00,2023,0.64,50.5,50.1,46.6,,3,3,1,1,147.2,36.4,35.6,34.2,,106.2,5
282_23,,58.7667815,23.4296475,09/05/2023,4,7,Head,45,25/05/2023,12:17:00,2023,0.64,50.5,50.1,46.6,,3,3,1,1,147.2,36.4,35.6,34.2,,106.2,5
282_23,,58.7667815,23.4296475,09/05/2023,9,8,Head,51,26/05/2023,11:20:00,2023,0.64,50.5,50.1,46.6,,3,3,1,1,147.2,36.4,35.6,34.2,,106.2,5
323_23,-5.056484456,58.7656998,23.4355153,08/05/2023,21,1,North,38,19/05/2023,16:23:00,2023,0.57,55.4,52.8,48.3,,3,3,1,1,156.5,36.4,38.2,35.1,,109.7,18
323_23,,58.7656998,23.4355153,08/05/2023,7,2,North,28,20/05/2023,11:47:00,2023,0.57,55.4,52.8,48.3,,3,3,1,1,156.5,36.4,38.2,35.1,,109.7,18
323_23,,58.7656998,23.4355153,08/05/2023,16,3,North,42,21/05/2023,12:59:00,2023,0.57,55.4,52.8,48.3,,3,3,1,1,156.5,36.4,38.2,35.1,,109.7,18
323_23,,58.7656998,23.4355153,08/05/2023,6,4,North,21,22/05/2023,15:46:00,2023,0.57,55.4,52.8,48.3,,3,3,1,1,156.5,36.4,38.2,35.1,,109.7,18
323_23,,58.7656998,23.4355153,08/05/2023,9,5,North,30,23/05/2023,11:02:00,2023,0.57,55.4,52.8,48.3,,3,3,1,1,156.5,36.4,38.2,35.1,,109.7,18
323_23,,58.7656998,23.4355153,08/05/2023,2,6,North,29,24/05/2023,12:25:00,2023,0.57,55.4,52.8,48.3,,3,3,1,1,156.5,36.4,38.2,35.1,,109.7,18
323_23,,58.7656998,23.4355153,08/05/2023,4,7,North,22,25/05/2023,10:53:00,2023,0.57,55.4,52.8,48.3,,3,3,1,1,156.5,36.4,38.2,35.1,,109.7,18
323_23,,58.7656998,23.4355153,08/05/2023,4,8,North,30,26/05/2023,14:07:00,2023,0.57,55.4,52.8,48.3,,3,3,1,1,156.5,36.4,38.2,35.1,,109.7,18
325_23,2.666901399,58.7672038,23.430544,09/05/2023,13,1,Head,20,19/05/2023,15:00:00,2023,0.98,53.9,51.3,47.3,,3,0,0,0,152.5,,,,,0,8
325_23,,58.7672038,23.430544,09/05/2023,15,2,Head,17,21/05/2023,13:58:00,2023,0.98,53.9,51.3,47.3,,3,0,0,0,152.5,,,,,0,8
325_23,,58.7672038,23.430544,09/05/2023,25,3,Head,33,21/05/2023,11:15:00,2023,0.98,53.9,51.3,47.3,,3,0,0,0,152.5,,,,,0,8
325_23,,58.7672038,23.430544,09/05/2023,17,4,Head,24,22/05/2023,15:21:00,2023,0.98,53.9,51.3,47.3,,3,0,0,0,152.5,,,,,0,8
325_23,,58.7672038,23.430544,09/05/2023,14,5,Head,21,23/05/2023,12:37:00,2023,0.98,53.9,51.3,47.3,,3,0,0,0,152.5,,,,,0,8
346_23,-3.312716505,58.7660736,23.4356103,09/05/2023,12,1,North,22,19/05/2023,16:54:00,2023,0.49,52.9,55.3,49.9,,3,2,1,0.666666667,158.1,39.6,39,,,78.6,6
346_23,,58.7660736,23.4356103,09/05/2023,9,2,North,26,20/05/2023,12:11:00,2023,0.49,52.9,55.3,49.9,,3,2,1,0.666666667,158.1,39.6,39,,,78.6,6
346_23,,58.7660736,23.4356103,09/05/2023,14,3,North,23,21/05/2023,13:18:00,2023,0.49,52.9,55.3,49.9,,3,2,1,0.666666667,158.1,39.6,39,,,78.6,6
346_23,,58.7660736,23.4356103,09/05/2023,11,4,North,24,22/05/2023,16:07:00,2023,0.49,52.9,55.3,49.9,,3,2,1,0.666666667,158.1,39.6,39,,,78.6,6
346_23,,58.7660736,23.4356103,09/05/2023,7,5,North,24,23/05/2023,10:39:00,2023,0.49,52.9,55.3,49.9,,3,2,1,0.666666667,158.1,39.6,39,,,78.6,6
346_23,,58.7660736,23.4356103,09/05/2023,9,6,North,25,24/05/2023,12:42:00,2023,0.49,52.9,55.3,49.9,,3,2,1,0.666666667,158.1,39.6,39,,,78.6,6
346_23,,58.7660736,23.4356103,09/05/2023,6,7,North,27,25/05/2023,10:38:00,2023,0.49,52.9,55.3,49.9,,3,2,1,0.666666667,158.1,39.6,39,,,78.6,6
346_23,,58.7660736,23.4356103,09/05/2023,3,8,North,21,26/05/2023,13:54:00,2023,0.49,52.9,55.3,49.9,,3,2,1,0.666666667,158.1,39.6,39,,,78.6,6
389_23,1.056604565,58.7667314,23.4308085,08/05/2023,6,1,Leg,34,19/05/2023,14:09:00,2023,0.71,54.5,51.1,,,2,2,1,0.666666667,105.6,38.4,37.4,,,75.8,13
389_23,,58.7667314,23.4308085,08/05/2023,37,2,Leg,57,20/05/2023,12:59:00,2023,0.71,54.5,51.1,,,2,2,1,0.666666667,105.6,38.4,37.4,,,75.8,13
389_23,,58.7667314,23.4308085,08/05/2023,31,3,Leg,37,21/05/2023,10:57:00,2023,0.71,54.5,51.1,,,2,2,1,0.666666667,105.6,38.4,37.4,,,75.8,13
389_23,,58.7667314,23.4308085,08/05/2023,21,4,Leg,31,22/05/2023,14:39:00,2023,0.71,54.5,51.1,,,2,2,1,0.666666667,105.6,38.4,37.4,,,75.8,13
389_23,,58.7667314,23.4308085,08/05/2023,18,5,Leg,48,23/05/2023,11:31:00,2023,0.71,54.5,51.1,,,2,2,1,0.666666667,105.6,38.4,37.4,,,75.8,13
389_23,,58.7667314,23.4308085,08/05/2023,19,6,Leg,45,24/05/2023,11:20:00,2023,0.71,54.5,51.1,,,2,2,1,0.666666667,105.6,38.4,37.4,,,75.8,13
389_23,,58.7667314,23.4308085,08/05/2023,9,7,Leg,43,25/05/2023,12:25:00,2023,0.71,54.5,51.1,,,2,2,1,0.666666667,105.6,38.4,37.4,,,75.8,13
