nest,BLUP_25,latitude,longitude,first_egg_date,FID_m,Repetition,Zone,SD_m,Date,Time,Year,height_m,Egg1,Egg2,Egg3,Egg4,TotEgg,EggHatched,ProbaChick,HatchSucc,ClutchMass,Chick1,Chick2,Chick3,Chick4,ChickNmass,Count_Larcan_nests_Hannah
1_24,3.256026512,58.7657636,23.4355378,02/05/2024,8,1,North,30,02/05/2024,15:07:00,2024,0.75,55.1,53.8,51.5,,3,3,1,1,160.4,38.4,,36.6,,75,10
1_24,,58.7657636,23.4355378,02/05/2024,9,2,North,41,03/05/2024,11:01:00,2024,0.75,55.1,53.8,51.5,,3,3,1,1,160.4,38.4,,36.6,,75,10
1_24,,58.7657636,23.4355378,02/05/2024,13,3,North,40,04/05/2024,12:34:00,2024,0.75,55.1,53.8,51.5,,3,3,1,1,160.4,38.4,,36.6,,75,10
1_24,,58.7657636,23.4355378,02/05/2024,15,4,North,35,05/05/2024,10:06:00,2024,0.75,55.1,53.8,51.5,,3,3,1,1,160.4,38.4,,36.6,,75,10
1_24,,58.7657636,23.4355378,02/05/2024,13,5,North,25,06/05/2024,11:33:00,2024,0.75,55.1,53.8,51.5,,3,3,1,1,160.4,38.4,,36.6,,75,10
1_24,,58.7657636,23.4355378,02/05/2024,12,6,North,27,07/05/2024,12:00:00,2024,0.75,55.1,53.8,51.5,,3,3,1,1,160.4,38.4,,36.6,,75,10
2_24,3.521445454,58.7656967,23.4355383,02/05/2024,12,1,North,36,02/05/2024,15:02:00,2024,0.57,52.2,52.2,51.8,,3,1,1,0.333333333,156.2,,36,,,36,13
2_24,,58.7656967,23.4355383,02/05/2024,16,2,North,40,03/05/2024,10:59:00,2024,0.57,52.2,52.2,51.8,,3,1,1,0.333333333,156.2,,36,,,36,13
2_24,,58.7656967,23.4355383,02/05/2024,10,3,North,45,04/05/2024,12:41:00,2024,0.57,52.2,52.2,51.8,,3,1,1,0.333333333,156.2,,36,,,36,13
2_24,,58.7656967,23.4355383,02/05/2024,10,4,North,27,05/05/2024,10:02:00,2024,0.57,52.2,52.2,51.8,,3,1,1,0.333333333,156.2,,36,,,36,13
2_24,,58.7656967,23.4355383,02/05/2024,12,5,North,29,06/05/2024,11:29:00,2024,0.57,52.2,52.2,51.8,,3,1,1,0.333333333,156.2,,36,,,36,13
2_24,,58.7656967,23.4355383,02/05/2024,13,6,North,25,07/05/2024,11:57:00,2024,0.57,52.2,52.2,51.8,,3,1,1,0.333333333,156.2,,36,,,36,13
3_24,1.895058162,58.7662267,23.433885,02/05/2024,15,1,Middle,40,02/05/2024,15:20:00,2024,0.58,50.1,52.6,50.1,,3,2,1,0.666666667,152.8,37,36.4,,,73.4,5
3_24,,58.7662267,23.433885,02/05/2024,25,2,Middle,55,03/05/2024,11:13:00,2024,0.58,50.1,52.6,50.1,,3,2,1,0.666666667,152.8,37,36.4,,,73.4,5
3_24,,58.7662267,23.433885,02/05/2024,13,3,Middle,36,04/05/2024,12:11:00,2024,0.58,50.1,52.6,50.1,,3,2,1,0.666666667,152.8,37,36.4,,,73.4,5
3_24,,58.7662267,23.433885,02/05/2024,16,4,Middle,63,05/05/2024,10:16:00,2024,0.58,50.1,52.6,50.1,,3,2,1,0.666666667,152.8,37,36.4,,,73.4,5
3_24,,58.7662267,23.433885,02/05/2024,17,5,Middle,55,06/05/2024,12:13:00,2024,0.58,50.1,52.6,50.1,,3,2,1,0.666666667,152.8,37,36.4,,,73.4,5
3_24,,58.7662267,23.433885,02/05/2024,9,6,Middle,70,07/05/2024,13:18:00,2024,0.58,50.1,52.6,50.1,,3,2,1,0.666666667,152.8,37,36.4,,,73.4,5
4_24,8.137345385,58.7662605,23.4333965,02/05/2024,17,1,Middle,48,02/05/2024,15:26:00,2024,0.79,50.3,53.8,50.7,,3,3,1,1,154.8,35.7,,33,,68.7,11
4_24,,58.7662605,23.4333965,02/05/2024,22,2,Middle,50,03/05/2024,11:20:00,2024,0.79,50.3,53.8,50.7,,3,3,1,1,154.8,35.7,,33,,68.7,11
4_24,,58.7662605,23.4333965,02/05/2024,36,3,Middle,41,04/05/2024,12:02:00,2024,0.79,50.3,53.8,50.7,,3,3,1,1,154.8,35.7,,33,,68.7,11
4_24,,58.7662605,23.4333965,02/05/2024,30,4,Middle,55,05/05/2024,10:21:00,2024,0.79,50.3,53.8,50.7,,3,3,1,1,154.8,35.7,,33,,68.7,11
4_24,,58.7662605,23.4333965,02/05/2024,21,5,Middle,52,06/05/2024,12:16:00,2024,0.79,50.3,53.8,50.7,,3,3,1,1,154.8,35.7,,33,,68.7,11
4_24,,58.7662605,23.4333965,02/05/2024,9,6,Middle,60,07/05/2024,13:34:00,2024,0.79,50.3,53.8,50.7,,3,3,1,1,154.8,35.7,,33,,68.7,11
5_24,-0.688533023,58.7669419,23.4294912,03/05/2024,12,1,Head,38,05/05/2024,11:18:00,2024,1.44,56.4,56.3,52.8,,3,3,1,1,165.5,39.1,41.9,35.4,,116.4,17
5_24,,58.7669419,23.4294912,03/05/2024,15,2,Head,68,06/05/2024,13:32:00,2024,1.44,56.4,56.3,52.8,,3,3,1,1,165.5,39.1,41.9,35.4,,116.4,17
5_24,,58.7669419,23.4294912,03/05/2024,5,3,Head,60,07/05/2024,14:43:00,2024,1.44,56.4,56.3,52.8,,3,3,1,1,165.5,39.1,41.9,35.4,,116.4,17
5_24,,58.7669419,23.4294912,03/05/2024,26,4,Head,67,08/05/2024,12:58:00,2024,1.44,56.4,56.3,52.8,,3,3,1,1,165.5,39.1,41.9,35.4,,116.4,17
5_24,,58.7669419,23.4294912,03/05/2024,19,5,Head,45,09/05/2024,12:29:00,2024,1.44,56.4,56.3,52.8,,3,3,1,1,165.5,39.1,41.9,35.4,,116.4,17
6_24,5.219628998,58.7670283,23.42931,02/05/2024,22,1,Head,41,03/05/2024,12:07:00,2024,0.87,48.2,50.7,42.3,,3,3,1,1,141.2,33.1,35,30.8,,98.9,12
6_24,,58.7670283,23.42931,02/05/2024,29,2,Head,46,04/05/2024,11:38:00,2024,0.87,48.2,50.7,42.3,,3,3,1,1,141.2,33.1,35,30.8,,98.9,12
6_24,,58.7670283,23.42931,02/05/2024,15,3,Head,28,05/05/2024,11:24:00,2024,0.87,48.2,50.7,42.3,,3,3,1,1,141.2,33.1,35,30.8,,98.9,12
6_24,,58.7670283,23.42931,02/05/2024,11,4,Head,50,06/05/2024,13:43:00,2024,0.87,48.2,50.7,42.3,,3,3,1,1,141.2,33.1,35,30.8,,98.9,12
6_24,,58.7670283,23.42931,02/05/2024,11,5,Head,45,07/05/2024,14:59:00,2024,0.87,48.2,50.7,42.3,,3,3,1,1,141.2,33.1,35,30.8,,98.9,12
7_24,-5.324047454,58.76602,23.4356317,03/05/2024,12,1,North,59,03/05/2024,17:17:00,2024,0.75,52.7,53.6,,,2,2,1,0.666666667,106.3,32.7,39.4,,,72.1,9
7_24,,58.76602,23.4356317,03/05/2024,7,2,North,61,04/05/2024,12:19:00,2024,0.75,52.7,53.6,,,2,2,1,0.666666667,106.3,32.7,39.4,,,72.1,9
7_24,,58.76602,23.4356317,03/05/2024,2,3,North,35,05/05/2024,10:09:00,2024,0.75,52.7,53.6,,,2,2,1,0.666666667,106.3,32.7,39.4,,,72.1,9
7_24,,58.76602,23.4356317,03/05/2024,1,4,North,29,06/05/2024,11:45:00,2024,0.75,52.7,53.6,,,2,2,1,0.666666667,106.3,32.7,39.4,,,72.1,9
7_24,,58.76602,23.4356317,03/05/2024,3,5,North,27,07/05/2024,12:11:00,2024,0.75,52.7,53.6,,,2,2,1,0.666666667,106.3,32.7,39.4,,,72.1,9
8_24,-0.227364327,58.7657063,23.435306,03/05/2024,8,1,North,36,04/05/2024,12:29:00,2024,0.56,55.4,55.3,51.6,,3,2,1,0.666666667,162.3,,40.5,37.5,,78,5
8_24,,58.7657063,23.435306,03/05/2024,6,2,North,33,05/05/2024,10:00:00,2024,0.56,55.4,55.3,51.6,,3,2,1,0.666666667,162.3,,40.5,37.5,,78,5
8_24,,58.7657063,23.435306,03/05/2024,7,3,North,25,06/05/2024,11:39:00,2024,0.56,55.4,55.3,51.6,,3,2,1,0.666666667,162.3,,40.5,37.5,,78,5
8_24,,58.7657063,23.435306,03/05/2024,12,4,North,25,07/05/2024,11:55:00,2024,0.56,55.4,55.3,51.6,,3,2,1,0.666666667,162.3,,40.5,37.5,,78,5
8_24,,58.7657063,23.435306,03/05/2024,6,5,North,25,08/05/2024,10:21:00,2024,0.56,55.4,55.3,51.6,,3,2,1,0.666666667,162.3,,40.5,37.5,,78,5
9_24,6.914872056,58.7663604,23.4329657,03/05/2024,23,1,Middle,59,03/05/2024,17:12:00,2024,0.8,64.4,63.3,58.1,,3,3,1,1,185.8,45.6,43.6,41.8,,131,10
9_24,,58.7663604,23.4329657,03/05/2024,28,2,Middle,70,04/05/2024,11:58:00,2024,0.8,64.4,63.3,58.1,,3,3,1,1,185.8,45.6,43.6,41.8,,131,10
9_24,,58.7663604,23.4329657,03/05/2024,38,3,Middle,50,05/05/2024,10:24:00,2024,0.8,64.4,63.3,58.1,,3,3,1,1,185.8,45.6,43.6,41.8,,131,10
9_24,,58.7663604,23.4329657,03/05/2024,18,4,Middle,62,06/05/2024,12:24:00,2024,0.8,64.4,63.3,58.1,,3,3,1,1,185.8,45.6,43.6,41.8,,131,10
9_24,,58.7663604,23.4329657,03/05/2024,18,5,Middle,63,07/05/2024,13:42:00,2024,0.8,64.4,63.3,58.1,,3,3,1,1,185.8,45.6,43.6,41.8,,131,10
10_24,-1.159494391,58.766745,23.4318367,03/05/2024,36,2,Middle,64,05/05/2024,10:26:00,2024,0.63,53.2,55,54.4,,3,1,1,0.333333333,162.6,,38.4,,,38.4,6
10_24,,58.766745,23.4318367,03/05/2024,7,3,Middle,40,06/05/2024,12:39:00,2024,0.63,53.2,55,54.4,,3,1,1,0.333333333,162.6,,38.4,,,38.4,6
10_24,,58.766745,23.4318367,03/05/2024,3,4,Middle,53,07/05/2024,14:06:00,2024,0.63,53.2,55,54.4,,3,1,1,0.333333333,162.6,,38.4,,,38.4,6
10_24,,58.766745,23.4318367,03/05/2024,11,5,Middle,60,08/05/2024,11:57:00,2024,0.63,53.2,55,54.4,,3,1,1,0.333333333,162.6,,38.4,,,38.4,6
10_24,,58.766745,23.4318367,03/05/2024,11,1,Middle,50,03/05/2024,11:01:00,2024,0.63,53.2,55,54.4,,3,1,1,0.333333333,162.6,,38.4,,,38.4,6
11_24,-2.43555951,58.76679,23.43082,03/05/2024,20,1,Leg,52,04/05/2024,11:46:00,2024,0.56,56.4,60.6,58.1,,3,3,1,1,175.1,37.8,,41.4,,79.2,9
11_24,,58.76679,23.43082,03/05/2024,9,2,Leg,35,05/05/2024,10:34:00,2024,0.56,56.4,60.6,58.1,,3,3,1,1,175.1,37.8,,41.4,,79.2,9
11_24,,58.76679,23.43082,03/05/2024,4,3,Leg,47,06/05/2024,12:48:00,2024,0.56,56.4,60.6,58.1,,3,3,1,1,175.1,37.8,,41.4,,79.2,9
11_24,,58.76679,23.43082,03/05/2024,9,4,Leg,60,07/05/2024,14:37:00,2024,0.56,56.4,60.6,58.1,,3,3,1,1,175.1,37.8,,41.4,,79.2,9
11_24,,58.76679,23.43082,03/05/2024,10,5,Leg,42,08/05/2024,12:07:00,2024,0.56,56.4,60.6,58.1,,3,3,1,1,175.1,37.8,,41.4,,79.2,9
12_24,0.211771024,58.7665917,23.43074,03/05/2024,14,1,Leg,74,04/05/2024,11:42:00,2024,0.64,55.6,57.6,52.8,,3,3,1,1,166,39.7,38.6,37.5,,115.8,8
12_24,,58.7665917,23.43074,03/05/2024,45,2,Leg,76,05/05/2024,11:12:00,2024,0.64,55.6,57.6,52.8,,3,3,1,1,166,39.7,38.6,37.5,,115.8,8
12_24,,58.7665917,23.43074,03/05/2024,12,3,Leg,67,06/05/2024,13:25:00,2024,0.64,55.6,57.6,52.8,,3,3,1,1,166,39.7,38.6,37.5,,115.8,8
12_24,,58.7665917,23.43074,03/05/2024,10,4,Leg,56,07/05/2024,14:32:00,2024,0.64,55.6,57.6,52.8,,3,3,1,1,166,39.7,38.6,37.5,,115.8,8
12_24,,58.7665917,23.43074,03/05/2024,14,5,Leg,58,08/05/2024,12:15:00,2024,0.64,55.6,57.6,52.8,,3,3,1,1,166,39.7,38.6,37.5,,115.8,8
13_24,2.803931729,58.76634,23.4348083,04/05/2024,36,1,Middle,51,04/05/2024,19:07:00,2024,0.79,56.6,57.8,57.8,,3,3,1,1,172.2,38.7,40,41.8,,120.5,2
13_24,,58.76634,23.4348083,04/05/2024,23,2,Middle,50,05/05/2024,10:12:00,2024,0.79,56.6,57.8,57.8,,3,3,1,1,172.2,38.7,40,41.8,,120.5,2
13_24,,58.76634,23.4348083,04/05/2024,13,3,Middle,68,06/05/2024,12:05:00,2024,0.79,56.6,57.8,57.8,,3,3,1,1,172.2,38.7,40,41.8,,120.5,2
13_24,,58.76634,23.4348083,04/05/2024,12,4,Middle,55,07/05/2024,12:58:00,2024,0.79,56.6,57.8,57.8,,3,3,1,1,172.2,38.7,40,41.8,,120.5,2
13_24,,58.76634,23.4348083,04/05/2024,16,5,Middle,70,08/05/2024,11:05:00,2024,0.79,56.6,57.8,57.8,,3,3,1,1,172.2,38.7,40,41.8,,120.5,2
14_24,6.732996441,58.7662484,23.434688,04/05/2024,32,1,Middle,67,04/05/2024,19:01:00,2024,0.53,60,58.9,58.5,,3,0,0,0,177.4,,,,,0,8
14_24,,58.7662484,23.434688,04/05/2024,20,2,Middle,44,07/05/2024,13:02:00,2024,0.53,60,58.9,58.5,,3,0,0,0,177.4,,,,,0,8
14_24,,58.7662484,23.434688,04/05/2024,18,3,Middle,45,08/05/2024,11:10:00,2024,0.53,60,58.9,58.5,,3,0,0,0,177.4,,,,,0,8
14_24,,58.7662484,23.434688,04/05/2024,39,4,Middle,62,09/05/2024,11:03:00,2024,0.53,60,58.9,58.5,,3,0,0,0,177.4,,,,,0,8
14_24,,58.7662484,23.434688,04/05/2024,12,5,Middle,51,11/05/2024,11:17:00,2024,0.53,60,58.9,58.5,,3,0,0,0,177.4,,,,,0,8
15_24,5.800819914,58.7665116,23.4307349,04/05/2024,18,1,Leg,53,04/05/2024,18:38:00,2024,0.44,58.2,53.7,52.5,,3,3,1,1,164.4,40.2,38.7,37.3,,116.2,3
15_24,,58.7665116,23.4307349,04/05/2024,16,2,Leg,54,05/05/2024,10:35:00,2024,0.44,58.2,53.7,52.5,,3,3,1,1,164.4,40.2,38.7,37.3,,116.2,3
15_24,,58.7665116,23.4307349,04/05/2024,14,3,Leg,45,06/05/2024,12:56:00,2024,0.44,58.2,53.7,52.5,,3,3,1,1,164.4,40.2,38.7,37.3,,116.2,3
15_24,,58.7665116,23.4307349,04/05/2024,23,4,Leg,58,07/05/2024,14:23:00,2024,0.44,58.2,53.7,52.5,,3,3,1,1,164.4,40.2,38.7,37.3,,116.2,3
15_24,,58.7665116,23.4307349,04/05/2024,37,5,Leg,49,08/05/2024,12:05:00,2024,0.44,58.2,53.7,52.5,,3,3,1,1,164.4,40.2,38.7,37.3,,116.2,3
16_24,8.878280493,58.7665897,23.4307761,04/05/2024,30,1,Leg,48,05/05/2024,10:40:00,2024,0.55,60.5,59,56.4,,3,2,1,0.666666667,175.9,40.4,39.8,,,80.2,6
16_24,,58.7665897,23.4307761,04/05/2024,19,2,Leg,44,06/05/2024,12:53:00,2024,0.55,60.5,59,56.4,,3,2,1,0.666666667,175.9,40.4,39.8,,,80.2,6
16_24,,58.7665897,23.4307761,04/05/2024,19,3,Leg,52,07/05/2024,14:18:00,2024,0.55,60.5,59,56.4,,3,2,1,0.666666667,175.9,40.4,39.8,,,80.2,6
16_24,,58.7665897,23.4307761,04/05/2024,34,4,Leg,62,08/05/2024,12:03:00,2024,0.55,60.5,59,56.4,,3,2,1,0.666666667,175.9,40.4,39.8,,,80.2,6
16_24,,58.7665897,23.4307761,04/05/2024,27,5,Leg,53,09/05/2024,11:41:00,2024,0.55,60.5,59,56.4,,3,2,1,0.666666667,175.9,40.4,39.8,,,80.2,6
17_24,2.666742523,58.7671958,23.4292152,04/05/2024,25,1,Head,48,05/05/2024,11:22:00,2024,0.64,53,52.2,50.1,,3,2,1,0.666666667,155.3,36.8,,36.5,,73.3,9
17_24,,58.7671958,23.4292152,04/05/2024,19,2,Head,50,06/05/2024,13:54:00,2024,0.64,53,52.2,50.1,,3,2,1,0.666666667,155.3,36.8,,36.5,,73.3,9
17_24,,58.7671958,23.4292152,04/05/2024,14,3,Head,44,07/05/2024,15:01:00,2024,0.64,53,52.2,50.1,,3,2,1,0.666666667,155.3,36.8,,36.5,,73.3,9
17_24,,58.7671958,23.4292152,04/05/2024,7,4,Head,59,08/05/2024,13:07:00,2024,0.64,53,52.2,50.1,,3,2,1,0.666666667,155.3,36.8,,36.5,,73.3,9
17_24,,58.7671958,23.4292152,04/05/2024,29,5,Head,66,09/05/2024,12:44:00,2024,0.64,53,52.2,50.1,,3,2,1,0.666666667,155.3,36.8,,36.5,,73.3,9
18_24,19.51865069,58.7669,23.4292167,04/05/2024,19,1,Head,60,05/05/2024,11:15:00,2024,0.58,56.3,56.8,54.6,,3,3,1,1,167.7,40.1,41.1,39.3,,120.5,4
18_24,,58.7669,23.4292167,04/05/2024,41,2,Head,55,06/05/2024,13:36:00,2024,0.58,56.3,56.8,54.6,,3,3,1,1,167.7,40.1,41.1,39.3,,120.5,4
18_24,,58.7669,23.4292167,04/05/2024,41,3,Head,60,07/05/2024,14:49:00,2024,0.58,56.3,56.8,54.6,,3,3,1,1,167.7,40.1,41.1,39.3,,120.5,4
18_24,,58.7669,23.4292167,04/05/2024,55,4,Head,62,08/05/2024,13:01:00,2024,0.58,56.3,56.8,54.6,,3,3,1,1,167.7,40.1,41.1,39.3,,120.5,4
18_24,,58.7669,23.4292167,04/05/2024,44,5,Head,47,09/05/2024,12:37:00,2024,0.58,56.3,56.8,54.6,,3,3,1,1,167.7,40.1,41.1,39.3,,120.5,4
19_24,-3.719493219,58.7667533,23.4309333,05/05/2024,5,1,Leg,39,06/05/2024,12:49:00,2024,0.52,63.8,63.3,56.7,,3,3,1,1,183.8,45.9,44.4,40.9,,131.2,7
19_24,,58.7667533,23.4309333,05/05/2024,9,2,Leg,45,07/05/2024,14:26:00,2024,0.52,63.8,63.3,56.7,,3,3,1,1,183.8,45.9,44.4,40.9,,131.2,7
19_24,,58.7667533,23.4309333,05/05/2024,11,3,Leg,40,08/05/2024,12:10:00,2024,0.52,63.8,63.3,56.7,,3,3,1,1,183.8,45.9,44.4,40.9,,131.2,7
19_24,,58.7667533,23.4309333,05/05/2024,16,4,Leg,41,09/05/2024,11:45:00,2024,0.52,63.8,63.3,56.7,,3,3,1,1,183.8,45.9,44.4,40.9,,131.2,7
19_24,,58.7667533,23.4309333,05/05/2024,8,5,Leg,68,11/05/2024,11:50:00,2024,0.52,63.8,63.3,56.7,,3,3,1,1,183.8,45.9,44.4,40.9,,131.2,7
20_24,-3.646772236,58.7667867,23.431752,05/05/2024,12,1,Middle,39,06/05/2024,12:40:00,2024,0.75,51.5,52.4,51.1,,3,3,1,1,155,39.4,39.9,39.4,,118.7,4
20_24,,58.7667867,23.431752,05/05/2024,16,2,Middle,46,07/05/2024,14:12:00,2024,0.75,51.5,52.4,51.1,,3,3,1,1,155,39.4,39.9,39.4,,118.7,4
20_24,,58.7667867,23.431752,05/05/2024,11,3,Middle,58,08/05/2024,12:00:00,2024,0.75,51.5,52.4,51.1,,3,3,1,1,155,39.4,39.9,39.4,,118.7,4
20_24,,58.7667867,23.431752,05/05/2024,9,4,Middle,63,09/05/2024,11:32:00,2024,0.75,51.5,52.4,51.1,,3,3,1,1,155,39.4,39.9,39.4,,118.7,4
20_24,,58.7667867,23.431752,05/05/2024,8,5,Middle,50,11/05/2024,11:46:00,2024,0.75,51.5,52.4,51.1,,3,3,1,1,155,39.4,39.9,39.4,,118.7,4
21_24,-4.097839836,58.766678,23.4320275,05/05/2024,17,1,Middle,43,06/05/2024,12:34:00,2024,0.67,64.9,65.6,59.2,,3,3,1,1,189.7,48.3,49,48.3,,145.6,4
21_24,,58.766678,23.4320275,05/05/2024,10,2,Middle,56,07/05/2024,14:00:00,2024,0.67,64.9,65.6,59.2,,3,3,1,1,189.7,48.3,49,48.3,,145.6,4
21_24,,58.766678,23.4320275,05/05/2024,5,3,Middle,64,08/05/2024,11:43:00,2024,0.67,64.9,65.6,59.2,,3,3,1,1,189.7,48.3,49,48.3,,145.6,4
21_24,,58.766678,23.4320275,05/05/2024,20,4,Middle,56,09/05/2024,11:25:00,2024,0.67,64.9,65.6,59.2,,3,3,1,1,189.7,48.3,49,48.3,,145.6,4
21_24,,58.766678,23.4320275,05/05/2024,7,5,Middle,57,11/05/2024,11:42:00,2024,0.67,64.9,65.6,59.2,,3,3,1,1,189.7,48.3,49,48.3,,145.6,4
22_24,-4.429846334,58.7665727,23.4323729,05/05/2024,15,1,Middle,60,06/05/2024,12:27:00,2024,0.8,63.7,60.8,54.7,,3,3,1,1,179.2,46.3,44.2,39.1,,129.6,11
22_24,,58.7665727,23.4323729,05/05/2024,14,2,Middle,71,07/05/2024,13:56:00,2024,0.8,63.7,60.8,54.7,,3,3,1,1,179.2,46.3,44.2,39.1,,129.6,11
22_24,,58.7665727,23.4323729,05/05/2024,7,3,Middle,60,08/05/2024,11:39:00,2024,0.8,63.7,60.8,54.7,,3,3,1,1,179.2,46.3,44.2,39.1,,129.6,11
22_24,,58.7665727,23.4323729,05/05/2024,13,4,Middle,55,09/05/2024,11:21:00,2024,0.8,63.7,60.8,54.7,,3,3,1,1,179.2,46.3,44.2,39.1,,129.6,11
22_24,,58.7665727,23.4323729,05/05/2024,14,5,Middle,51,11/05/2024,11:39:00,2024,0.8,63.7,60.8,54.7,,3,3,1,1,179.2,46.3,44.2,39.1,,129.6,11
23_24,-6.144245949,58.7662849,23.4353383,05/05/2024,17,1,Middle,70,06/05/2024,11:59:00,2024,0.52,54.1,56.1,54.9,,3,3,1,1,165.1,39.4,42.7,39.8,,121.9,6
23_24,,58.7662849,23.4353383,05/05/2024,15,2,Middle,48,07/05/2024,12:43:00,2024,0.52,54.1,56.1,54.9,,3,3,1,1,165.1,39.4,42.7,39.8,,121.9,6
23_24,,58.7662849,23.4353383,05/05/2024,0,3,Middle,55,08/05/2024,10:57:00,2024,0.52,54.1,56.1,54.9,,3,3,1,1,165.1,39.4,42.7,39.8,,121.9,6
23_24,,58.7662849,23.4353383,05/05/2024,9,4,Middle,59,09/05/2024,10:36:00,2024,0.52,54.1,56.1,54.9,,3,3,1,1,165.1,39.4,42.7,39.8,,121.9,6
23_24,,58.7662849,23.4353383,05/05/2024,8,5,Middle,52,11/05/2024,11:02:00,2024,0.52,54.1,56.1,54.9,,3,3,1,1,165.1,39.4,42.7,39.8,,121.9,6
24_24,-2.135859358,58.7657907,23.435692,05/05/2024,7,1,North,29,07/05/2024,12:05:00,2024,0.79,55.4,48.9,,,2,0,0,0,104.3,,,,,0,6
24_24,,58.7657907,23.435692,05/05/2024,8,2,North,28,08/05/2024,10:25:00,2024,0.79,55.4,48.9,,,2,0,0,0,104.3,,,,,0,6
24_24,,58.7657907,23.435692,05/05/2024,8,3,North,30,09/05/2024,10:01:00,2024,0.79,55.4,48.9,,,2,0,0,0,104.3,,,,,0,6
24_24,,58.7657907,23.435692,05/05/2024,8,4,North,24,11/05/2024,10:29:00,2024,0.79,55.4,48.9,,,2,0,0,0,104.3,,,,,0,6
24_24,,58.7657907,23.435692,05/05/2024,4,5,North,29,12/05/2024,10:42:00,2024,0.79,55.4,48.9,,,2,0,0,0,104.3,,,,,0,6
25_24,1.910211397,58.7660031,23.4352876,06/05/2024,1,1,North,27,07/05/2024,12:51:00,2024,0.37,58.3,60.1,55.5,,3,3,1,1,173.9,44.1,43.6,40.9,,128.6,3
25_24,,58.7660031,23.4352876,06/05/2024,19,2,North,23,08/05/2024,10:17:00,2024,0.37,58.3,60.1,55.5,,3,3,1,1,173.9,44.1,43.6,40.9,,128.6,3
25_24,,58.7660031,23.4352876,06/05/2024,22,3,North,25,09/05/2024,09:56:00,2024,0.37,58.3,60.1,55.5,,3,3,1,1,173.9,44.1,43.6,40.9,,128.6,3
25_24,,58.7660031,23.4352876,06/05/2024,8,4,North,24,11/05/2024,10:39:00,2024,0.37,58.3,60.1,55.5,,3,3,1,1,173.9,44.1,43.6,40.9,,128.6,3
25_24,,58.7660031,23.4352876,06/05/2024,9,5,North,40,12/05/2024,10:53:00,2024,0.37,58.3,60.1,55.5,,3,3,1,1,173.9,44.1,43.6,40.9,,128.6,3
26_24,1.691982957,58.7660354,23.4356351,06/05/2024,14,1,North,40,08/05/2024,10:27:00,2024,0.62,50,51.3,51.4,,3,2,1,0.666666667,152.7,35.6,,35.2,,70.8,10
26_24,,58.7660354,23.4356351,06/05/2024,12,2,North,40,09/05/2024,10:29:00,2024,0.62,50,51.3,51.4,,3,2,1,0.666666667,152.7,35.6,,35.2,,70.8,10
26_24,,58.7660354,23.4356351,06/05/2024,11,3,North,22,11/05/2024,10:32:00,2024,0.62,50,51.3,51.4,,3,2,1,0.666666667,152.7,35.6,,35.2,,70.8,10
26_24,,58.7660354,23.4356351,06/05/2024,22,4,North,35,12/05/2024,10:49:00,2024,0.62,50,51.3,51.4,,3,2,1,0.666666667,152.7,35.6,,35.2,,70.8,10
26_24,,58.7660354,23.4356351,06/05/2024,10,5,North,31,13/05/2024,15:08:00,2024,0.62,50,51.3,51.4,,3,2,1,0.666666667,152.7,35.6,,35.2,,70.8,10
27_24,1.869088831,58.7663033,23.4348833,06/05/2024,32,1,Middle,60,07/05/2024,12:52:00,2024,0.64,55.6,57.5,56.2,,3,3,1,1,169.3,39.3,40.4,41.8,,121.5,3
27_24,,58.7663033,23.4348833,06/05/2024,15,2,Middle,52,08/05/2024,11:08:00,2024,0.64,55.6,57.5,56.2,,3,3,1,1,169.3,39.3,40.4,41.8,,121.5,3
27_24,,58.7663033,23.4348833,06/05/2024,18,3,Middle,40,09/05/2024,10:58:00,2024,0.64,55.6,57.5,56.2,,3,3,1,1,169.3,39.3,40.4,41.8,,121.5,3
27_24,,58.7663033,23.4348833,06/05/2024,17,4,Middle,60,11/05/2024,11:11:00,2024,0.64,55.6,57.5,56.2,,3,3,1,1,169.3,39.3,40.4,41.8,,121.5,3
27_24,,58.7663033,23.4348833,06/05/2024,9,5,Middle,40,12/05/2024,11:05:00,2024,0.64,55.6,57.5,56.2,,3,3,1,1,169.3,39.3,40.4,41.8,,121.5,3
28_24,0.157097319,58.7662783,23.4352933,06/05/2024,29,1,Middle,60,07/05/2024,12:45:00,2024,0.54,51.3,51.3,,,2,0,0,0,102.6,,,,,0,7
28_24,,58.7662783,23.4352933,06/05/2024,16,2,Middle,55,08/05/2024,11:01:00,2024,0.54,51.3,51.3,,,2,0,0,0,102.6,,,,,0,7
28_24,,58.7662783,23.4352933,06/05/2024,17,3,Middle,67,09/05/2024,10:36:00,2024,0.54,51.3,51.3,,,2,0,0,0,102.6,,,,,0,7
28_24,,58.7662783,23.4352933,06/05/2024,13,4,Middle,60,11/05/2024,11:07:00,2024,0.54,51.3,51.3,,,2,0,0,0,102.6,,,,,0,7
28_24,,58.7662783,23.4352933,06/05/2024,14,5,Middle,39,12/05/2024,10:59:00,2024,0.54,51.3,51.3,,,2,0,0,0,102.6,,,,,0,7
29_24,1.154722213,58.766275,23.4345133,06/05/2024,20,1,Middle,45,07/05/2024,13:27:00,2024,0.65,54.7,54.8,50.7,,3,3,1,1,160.2,39.6,38.1,39.3,,117,5
